ewc_loss,kl_loss,win_rate_nobomb,win_rate_simple,win_rate_static_3
[[5.7894533e-05]],0.06103882,,,
[[4.1122177e-05]],0.060964394,,,
[[0.00018157]],0.06169627,,,
[[0.00061922]],0.05323892,,,
[[0.00010224]],0.06745325,,,
[[0.00193879]],0.056780837,,,
[[0.00026061]],0.059803333,,,
[[2.0374713e-05]],0.055528842,,,
[[5.800803e-05]],0.053045806,,,
[[0.00035668]],0.051410023,,,
[[9.197447e-05]],0.06760595,,,
[[0.00011758]],0.056200635,,,
[[9.020146e-05]],0.061271857,,,
[[5.721306e-05]],0.057304576,,,
,,0.66,0.22,0.88
[[0.00033074]],0.050677925,,,
[[3.2631033e-05]],0.061494417,,,
[[0.00018881]],0.05084207,,,
[[0.00038876]],0.061956152,,,
[[0.000357]],0.056852713,,,
[[9.146562e-05]],0.054976873,,,
[[0.00010149]],0.07452178,,,
[[6.259216e-05]],0.06383412,,,
[[7.1221075e-05]],0.04947889,,,
[[0.00038342]],0.055670217,,,
[[5.616096e-05]],0.05601798,,,
[[0.00276013]],0.058110956,,,
[[1.2498262e-05]],0.0679586,,,
[[0.00014703]],0.060588297,,,
[[4.5554232e-05]],0.05974666,,,
[[0.000356]],0.068030275,,,
,,0.7,0.4,0.92
[[0.00029028]],0.061634116,,,
[[0.00034043]],0.05779198,,,
[[0.00033617]],0.062948614,,,
[[0.00052797]],0.04929129,,,
[[3.1887128e-05]],0.056161426,,,
[[0.00146875]],0.05207344,,,
[[3.454468e-05]],0.059717707,,,
[[0.00193687]],0.06245312,,,
[[0.00012008]],0.05824837,,,
[[0.00093243]],0.045643963,,,
[[1.2760939e-05]],0.05454505,,,
[[0.00026087]],0.058451667,,,
[[1.0500196e-05]],0.052423857,,,
[[0.00062998]],0.057550706,,,
[[1.2649213e-05]],0.05550148,,,
[[0.00013756]],0.057927355,,,
,,0.56,0.26,0.94
[[0.00248306]],0.065325074,,,
[[0.00023069]],0.0645389,,,
[[8.9217865e-05]],0.051688004,,,
[[6.8016874e-05]],0.07102848,,,
[[0.00192564]],0.05581156,,,
[[1.8855837e-05]],0.058029328,,,
[[0.0001785]],0.064855784,,,
[[2.0793503e-05]],0.059901576,,,
[[0.00140099]],0.05757887,,,
[[0.00020276]],0.06366395,,,
[[0.0001805]],0.065512046,,,
[[0.00016586]],0.04884597,,,
[[0.00013486]],0.062102303,,,
[[0.00012134]],0.06250052,,,
[[6.4109154e-05]],0.05900829,,,
[[0.00013409]],0.058847364,,,
,,0.62,0.24,0.94
[[7.273169e-05]],0.061903585,,,
[[0.00066301]],0.06631623,,,
[[0.00012332]],0.05517756,,,
[[0.00058728]],0.058064464,,,
[[0.00022094]],0.056302033,,,
[[0.00095633]],0.062095586,,,
[[5.0321654e-05]],0.052959528,,,
[[0.00047633]],0.05887338,,,
[[0.0001395]],0.059601836,,,
[[7.49147e-05]],0.05094882,,,
[[0.00032334]],0.06062422,,,
[[0.00134429]],0.0521158,,,
[[0.00128899]],0.05014402,,,
[[0.00017177]],0.056045327,,,
[[3.8052716e-05]],0.053225826,,,
[[0.00012216]],0.054873217,,,
,,0.68,0.28,0.8
[[0.00019246]],0.055473223,,,
[[2.4998568e-05]],0.065411076,,,
[[9.0778994e-05]],0.059273306,,,
[[4.690111e-05]],0.051285382,,,
[[6.092092e-05]],0.07434261,,,
[[0.00046611]],0.06953949,,,
[[0.00152997]],0.066428386,,,
[[9.723261e-05]],0.05645617,,,
[[0.00013364]],0.052716125,,,
[[8.5466774e-05]],0.059674516,,,
[[0.00033909]],0.05550984,,,
[[0.00035272]],0.055525083,,,
[[0.00045742]],0.050706886,,,
[[0.00011033]],0.06301123,,,
[[0.00018306]],0.060424913,,,
[[0.00021366]],0.064646356,,,
,,0.76,0.5,0.86
