ewc_loss,kl_loss,win_rate_simple,win_rate_static_3
[[0.00086426]],0.017114474,,
[[9.255612e-05]],0.017866425,,
[[0.00011008]],0.018032959,,
[[0.0005657]],0.021812398,,
[[1.5725736e-05]],0.01939524,,
[[0.00032485]],0.018125566,,
[[0.00014062]],0.020226784,,
,,0.92,0.08
[[0.00016009]],0.01580526,,
[[6.2160966e-06]],0.020293355,,
[[4.1965683e-05]],0.016800772,,
[[5.7418406e-06]],0.012373178,,
[[5.6104862e-05]],0.019612629,,
[[0.00084866]],0.015364416,,
[[4.4581782e-05]],0.020930424,,
[[1.5239192e-05]],0.019367183,,
[[0.00033363]],0.01750379,,
[[4.8999063e-05]],0.017586881,,
[[2.811822e-05]],0.017515784,,
[[4.4295928e-05]],0.020177051,,
[[1.57397e-05]],0.016399765,,
[[0.00051723]],0.017484514,,
[[2.467346e-05]],0.016790848,,
[[8.216942e-05]],0.019173097,,
,,0.9,0.02
[[1.4859699e-05]],0.017810585,,
[[0.00012851]],0.018819455,,
[[3.4469238e-06]],0.0155673,,
[[0.00077628]],0.023215823,,
[[4.938224e-05]],0.016380219,,
[[0.00051049]],0.020102099,,
[[7.595494e-05]],0.01767775,,
[[6.993126e-05]],0.015307411,,
[[2.503613e-05]],0.017999459,,
[[9.585025e-05]],0.016461777,,
[[7.8470504e-05]],0.022107692,,
[[3.7799968e-05]],0.016184984,,
[[1.4223484e-05]],0.019061396,,
[[5.7449564e-05]],0.017558584,,
[[2.3580276e-06]],0.017557258,,
[[0.00045982]],0.016857505,,
,,0.88,0.04
[[1.0971604e-05]],0.016021723,,
[[3.3505086e-05]],0.016015528,,
[[1.9738989e-05]],0.014492947,,
[[1.328205e-05]],0.013647919,,
[[0.00014148]],0.017173262,,
[[7.810447e-06]],0.016973626,,
[[1.3554593e-06]],0.016724585,,
[[0.00081698]],0.016580334,,
[[3.894097e-05]],0.016366584,,
[[2.1843107e-05]],0.016293297,,
[[0.0001124]],0.016072573,,
[[1.1327671e-05]],0.015783044,,
[[0.00014628]],0.017542712,,
[[8.093187e-05]],0.018911693,,
[[1.6465663e-05]],0.016783306,,
[[0.00069119]],0.013836902,,
,,0.8,0.0
[[1.21452895e-05]],0.015822273,,
[[0.00027406]],0.015232783,,
[[0.00011754]],0.014321177,,
[[5.0731513e-05]],0.01956036,,
[[1.1216319e-05]],0.016334724,,
[[5.461951e-05]],0.015763307,,
[[0.00048873]],0.015238116,,
[[2.380184e-06]],0.018069847,,
[[3.9799892e-05]],0.017301697,,
[[2.8484263e-05]],0.022680353,,
[[0.00010129]],0.016030647,,
[[2.8778566e-06]],0.01374609,,
[[0.0002457]],0.015733935,,
[[0.00068232]],0.017248444,,
[[0.00021501]],0.016942032,,
[[1.426797e-05]],0.017437672,,
,,0.86,0.0
